latitude,longitude,acq_date,acq_time,confidence,frp,year
-34.45902,150.8804,01/08/2019,246,n,5.8,2019
-42.36105,146.92848,01/08/2019,425,n,1.9,2019
-42.37209,147.48753,01/08/2019,425,n,6,2019
-31.70424,151.07483,01/08/2019,427,n,4.4,2019
-32.98625,146.45729,01/08/2019,427,n,3.4,2019
-31.20132,151.89873,01/08/2019,427,n,5.5,2019
-30.85534,150.71831,01/08/2019,427,n,4.4,2019
-34.14386,147.76584,01/08/2019,427,n,5.8,2019
-31.20573,151.90051,01/08/2019,427,n,5,2019
-31.58608,147.08157,01/08/2019,427,n,3.7,2019
-33.54812,147.80945,01/08/2019,427,n,3.8,2019
-31.47886,148.79022,01/08/2019,427,n,4.1,2019
-31.79152,148.49356,01/08/2019,427,n,19.5,2019
-29.07214,148.51381,01/08/2019,428,n,2.8,2019
-28.42093,148.9931,01/08/2019,428,n,6.5,2019
-24.65783,151.38831,01/08/2019,429,n,9.4,2019
-26.05043,129.41141,01/08/2019,430,n,6,2019
-22.26542,124.88699,01/08/2019,431,h,16.9,2019
-22.938,128.19125,01/08/2019,431,h,6.6,2019
-19.43393,146.53204,01/08/2019,431,n,4.6,2019
-19.43698,146.54437,01/08/2019,431,n,9,2019
-22.93736,128.19777,01/08/2019,431,n,4.5,2019
-20.73371,139.47806,01/08/2019,431,l,5.1,2019
-19.49202,146.52611,01/08/2019,431,n,2.3,2019
-19.44792,146.54651,01/08/2019,431,n,3.6,2019
-19.47269,146.5101,01/08/2019,431,n,9.2,2019
-18.6139,145.71823,01/08/2019,431,n,1.9,2019
-19.40081,146.50095,01/08/2019,431,n,4.4,2019
-20.59419,146.41304,01/08/2019,431,n,6.4,2019
-20.7351,139.47429,01/08/2019,431,n,4.8,2019
-19.73397,147.17842,01/08/2019,431,h,43,2019
-19.43641,146.52045,01/08/2019,431,n,9.4,2019
-22.25873,124.89169,01/08/2019,431,n,7.8,2019
-19.43474,146.52826,01/08/2019,431,n,9.5,2019
-19.73958,147.17975,01/08/2019,431,h,23.8,2019
-19.43557,146.52435,01/08/2019,431,h,9.5,2019
-19.49277,146.52255,01/08/2019,431,n,2.3,2019
-22.26459,124.89747,01/08/2019,431,n,21,2019
-19.48107,146.47046,01/08/2019,431,n,6.2,2019
-22.26417,124.90273,01/08/2019,431,n,5.8,2019
-15.76181,137.07964,01/08/2019,432,n,11.2,2019
-16.13939,136.70256,01/08/2019,432,n,6.9,2019
-16.14055,136.69521,01/08/2019,432,n,10.7,2019
-16.1299,136.69722,01/08/2019,432,n,4.7,2019
-16.14333,136.69945,01/08/2019,432,n,10.7,2019
-16.15465,136.6712,01/08/2019,432,n,10.5,2019
-14.8475,144.35515,01/08/2019,432,n,5.7,2019
-16.13997,136.69888,01/08/2019,432,n,10.7,2019
-15.75861,137.05603,01/08/2019,432,n,21.9,2019
-15.76099,137.04105,01/08/2019,432,n,20.2,2019
-16.12121,136.64304,01/08/2019,432,l,3.7,2019
-14.2247,141.74045,01/08/2019,432,n,5.4,2019
-14.9563,144.87779,01/08/2019,432,n,2.5,2019
-16.14814,136.62498,01/08/2019,432,h,16.1,2019
-16.12932,136.70088,01/08/2019,432,n,3.5,2019
-15.00153,144.66554,01/08/2019,432,n,4.9,2019
-14.94822,144.80608,01/08/2019,432,n,2.6,2019
-14.86758,144.41663,01/08/2019,432,n,5.4,2019
-14.98912,144.91933,01/08/2019,432,n,2.5,2019
-14.85977,144.40164,01/08/2019,432,n,22.1,2019
-14.98108,144.82138,01/08/2019,432,n,2.2,2019
-14.95495,144.85634,01/08/2019,432,n,2.6,2019
-16.11288,136.63039,01/08/2019,432,n,9.5,2019
-16.16261,136.64243,01/08/2019,432,n,8.9,2019
-14.85009,144.31221,01/08/2019,432,l,7,2019
-15.78446,137.00279,01/08/2019,432,h,11.1,2019
-14.84799,144.35097,01/08/2019,432,n,6.3,2019
-14.85726,144.3867,01/08/2019,432,n,2.5,2019
-14.86432,144.40591,01/08/2019,432,h,22.1,2019
-15.00364,144.95813,01/08/2019,432,n,1.7,2019
-16.14159,136.71046,01/08/2019,432,h,10.4,2019
-16.15129,136.67064,01/08/2019,432,n,10.5,2019
-14.95962,144.86079,01/08/2019,432,n,2.6,2019
-15.02897,144.83072,01/08/2019,432,n,4.3,2019
-14.39112,141.59142,01/08/2019,432,n,4.3,2019
-14.34772,143.57346,01/08/2019,432,n,7.8,2019
-14.84615,144.30486,01/08/2019,432,h,15.5,2019
-15.36019,142.24225,01/08/2019,432,n,10.6,2019
-15.76359,137.06841,01/08/2019,432,n,5.3,2019
-14.93572,144.86958,01/08/2019,432,n,5.6,2019
-14.77157,141.68262,01/08/2019,432,n,1.2,2019
-15.35636,142.24991,01/08/2019,432,n,6.8,2019
-16.14536,136.62076,01/08/2019,432,n,16.1,2019
-15.75681,137.06725,01/08/2019,432,n,5.9,2019
-14.84685,144.35844,01/08/2019,432,n,5.1,2019
-16.1091,136.62186,01/08/2019,432,n,23.3,2019
-16.14871,136.62132,01/08/2019,432,n,16.1,2019
-14.90974,144.83282,01/08/2019,432,n,4.8,2019
-15.76497,137.03787,01/08/2019,432,l,3.9,2019
-15.78911,137.06116,01/08/2019,432,n,10.7,2019
-14.34744,143.5762,01/08/2019,432,n,6,2019
-14.93052,144.70064,01/08/2019,432,n,1.8,2019
-14.84402,144.34372,01/08/2019,432,n,12.4,2019
-16.13268,136.70145,01/08/2019,432,n,17,2019
-14.32487,143.50545,01/08/2019,432,n,9.5,2019
-16.10953,136.62982,01/08/2019,432,n,9.5,2019
-15.77597,137.07817,01/08/2019,432,n,5.1,2019
-14.92647,144.91653,01/08/2019,432,n,5,2019
-16.14354,136.65428,01/08/2019,432,n,11.2,2019
-16.90311,122.7678,01/08/2019,432,n,4.7,2019
-15.75961,137.07156,01/08/2019,432,n,5,2019
-14.85628,144.31123,01/08/2019,432,n,0.9,2019
-15.78614,137.07988,01/08/2019,432,n,6,2019
-15.78673,137.07614,01/08/2019,432,n,6,2019
-16.11623,136.63094,01/08/2019,432,n,4.2,2019
-15.36382,142.24768,01/08/2019,432,n,10.6,2019
-14.86316,144.32785,01/08/2019,432,n,16,2019
-15.76039,137.0448,01/08/2019,432,n,20.2,2019
-14.86368,144.40913,01/08/2019,432,n,12.1,2019
-16.23882,136.75688,01/08/2019,432,l,2.7,2019
-15.71845,143.23355,01/08/2019,432,n,7.3,2019
-15.00678,144.6666,01/08/2019,432,n,4.9,2019
-15.65107,142.12788,01/08/2019,432,n,4.6,2019
-16.1101,136.62616,01/08/2019,432,n,25,2019
-15.76799,137.08452,01/08/2019,432,l,3.2,2019
-16.11728,136.64615,01/08/2019,432,n,17.1,2019
-16.14437,136.71471,01/08/2019,432,n,12.6,2019
-15.31192,142.22826,01/08/2019,432,l,6,2019
-14.91842,144.84491,01/08/2019,432,n,4.2,2019
-14.89976,144.85506,01/08/2019,432,n,3.4,2019
-15.00288,144.66695,01/08/2019,432,n,5.8,2019
-14.9938,144.92374,01/08/2019,432,n,2.6,2019
-14.95932,144.90157,01/08/2019,432,n,2.8,2019
-16.1582,136.62665,01/08/2019,432,n,6.6,2019
-12.5861,134.06837,01/08/2019,433,n,6.4,2019
-13.24029,142.00751,01/08/2019,433,n,13.8,2019
-12.95991,135.89577,01/08/2019,433,n,35.3,2019
-15.19705,131.32237,01/08/2019,433,n,9.5,2019
-12.88515,132.91843,01/08/2019,433,n,35.2,2019
-13.63739,143.52084,01/08/2019,433,n,3.9,2019
-12.98193,136.40483,01/08/2019,433,n,3.8,2019
-12.42196,131.1739,01/08/2019,433,n,20.4,2019
-15.40828,130.74782,01/08/2019,433,n,4.7,2019
-15.45045,130.72476,01/08/2019,433,l,10.1,2019
-15.12638,131.13304,01/08/2019,433,l,5.5,2019
-14.6909,126.77669,01/08/2019,433,n,23.7,2019
-12.78113,133.86447,01/08/2019,433,n,3.4,2019
-15.11683,130.48868,01/08/2019,433,n,4.9,2019
-14.65823,126.8887,01/08/2019,433,l,1.8,2019
-15.46007,130.54071,01/08/2019,433,n,9.1,2019
-12.71099,136.3756,01/08/2019,433,n,3.5,2019
-15.4813,130.4502,01/08/2019,433,h,5.1,2019
-14.67085,130.64532,01/08/2019,433,n,5.6,2019
-12.7908,133.89183,01/08/2019,433,n,3.8,2019
-14.24991,135.06291,01/08/2019,433,l,1.9,2019
-13.10246,134.18349,01/08/2019,433,n,6.1,2019
-12.49486,133.1561,01/08/2019,433,n,3.1,2019
-12.40318,134.89735,01/08/2019,433,n,5.5,2019
-12.14635,135.56184,01/08/2019,433,n,3.7,2019
-14.19267,130.6523,01/08/2019,433,n,45.9,2019
-12.50051,131.48827,01/08/2019,433,n,32,2019
-14.64304,126.92472,01/08/2019,433,n,4.2,2019
-14.15858,130.60864,01/08/2019,433,n,25.6,2019
-12.47759,135.88315,01/08/2019,433,n,7,2019
-12.45081,133.09966,01/08/2019,433,n,6.1,2019
-15.48654,130.49533,01/08/2019,433,n,7.4,2019
-13.22541,141.98531,01/08/2019,433,n,5.1,2019
-14.69492,130.67462,01/08/2019,433,n,8.2,2019
-12.68384,134.04733,01/08/2019,433,n,4.3,2019
-16.08279,125.90363,01/08/2019,433,n,5.6,2019
-14.65904,130.64384,01/08/2019,433,l,10.7,2019
-12.87085,134.42397,01/08/2019,433,n,2.5,2019
-15.48684,130.50319,01/08/2019,433,l,3.8,2019
-12.74924,133.69969,01/08/2019,433,n,5.6,2019
-13.25538,142.52489,01/08/2019,433,n,6.3,2019
-15.1373,130.4263,01/08/2019,433,n,5.6,2019
-14.69447,126.74596,01/08/2019,433,h,9.8,2019
-12.89879,134.59271,01/08/2019,433,n,1.6,2019
-13.97503,130.58398,01/08/2019,433,n,10.8,2019
-12.09253,134.74205,01/08/2019,433,n,7.2,2019
-12.64361,134.38426,01/08/2019,433,n,4.6,2019
-14.01878,131.59572,01/08/2019,433,n,8.4,2019
-12.76673,136.15448,01/08/2019,433,n,11.6,2019
-15.00354,131.7908,01/08/2019,433,n,10.6,2019
-15.35172,130.75029,01/08/2019,433,n,7.6,2019
-14.09532,130.03944,01/08/2019,433,l,3.5,2019
-14.29143,134.92331,01/08/2019,433,n,34,2019
-15.50865,130.5556,01/08/2019,433,n,7.5,2019
-14.19916,130.66341,01/08/2019,433,n,9.9,2019
-12.39153,135.04057,01/08/2019,433,n,5.1,2019
-14.73634,130.68718,01/08/2019,433,n,13.6,2019
-13.31678,131.96751,01/08/2019,433,n,3.4,2019
-12.94644,135.96037,01/08/2019,433,n,3.5,2019
-14.75203,130.68941,01/08/2019,433,n,7.1,2019
-13.05474,136.45145,01/08/2019,433,n,4.2,2019
-13.36102,132.00294,01/08/2019,433,n,4.7,2019
-13.27546,135.68939,01/08/2019,433,l,4.4,2019
-13.97635,130.57388,01/08/2019,433,l,5.1,2019
-12.97544,136.00575,01/08/2019,433,h,10.3,2019
-13.24492,142.00681,01/08/2019,433,n,18.3,2019
-14.19657,130.65286,01/08/2019,433,n,45.9,2019
-12.77879,134.42424,01/08/2019,433,n,3.8,2019
-15.00904,131.77797,01/08/2019,433,n,6,2019
-12.74977,133.69603,01/08/2019,433,n,3.5,2019
-14.16789,130.05016,01/08/2019,433,n,4.6,2019
-12.80475,133.89026,01/08/2019,433,n,8,2019
-15.14363,131.15025,01/08/2019,433,l,7.6,2019
-13.30532,142.03787,01/08/2019,433,n,12.3,2019
-14.69378,130.6763,01/08/2019,433,n,8.8,2019
-15.17176,129.93977,01/08/2019,433,n,11.3,2019
-13.29339,142.02562,01/08/2019,433,n,33.3,2019
-15.13517,130.4424,01/08/2019,433,l,3.3,2019
-15.19078,130.33368,01/08/2019,433,n,7.7,2019
-12.93696,134.29283,01/08/2019,433,n,5,2019
-12.18066,135.50914,01/08/2019,433,n,5.4,2019
-15.42148,130.7392,01/08/2019,433,n,5.3,2019
-15.48449,130.42494,01/08/2019,433,n,15.5,2019
-12.98868,132.96545,01/08/2019,433,n,9.2,2019
-12.58556,134.07195,01/08/2019,433,n,5.7,2019
-13.23204,135.72656,01/08/2019,433,n,5.3,2019
-15.25148,131.17804,01/08/2019,433,l,4.1,2019
-15.11383,130.54207,01/08/2019,433,n,5.7,2019
-13.07399,134.16811,01/08/2019,433,n,5.7,2019
-14.19591,130.65785,01/08/2019,433,n,15.5,2019
-14.16431,130.04594,01/08/2019,433,l,4.6,2019
-12.79133,133.88823,01/08/2019,433,n,2.9,2019
-12.58232,134.42924,01/08/2019,433,n,6.3,2019
-12.7556,134.53334,01/08/2019,433,n,6.4,2019
-12.2647,135.47487,01/08/2019,433,n,27.9,2019
-11.87614,142.17221,01/08/2019,433,n,13.5,2019
-13.64913,134.32172,01/08/2019,433,n,15.4,2019
-13.51011,142.6356,01/08/2019,433,n,5.2,2019
-12.42798,133.23317,01/08/2019,433,n,2.9,2019
-12.39359,134.72112,01/08/2019,433,n,2.9,2019
-12.88846,135.48256,01/08/2019,433,n,2.4,2019
-16.08002,125.92902,01/08/2019,433,n,5.5,2019
-15.48342,130.53011,01/08/2019,433,l,5.1,2019
-12.48107,131.49426,01/08/2019,433,n,39.3,2019
-12.09532,134.74611,01/08/2019,433,n,7.4,2019
-12.25854,135.44829,01/08/2019,433,n,2.6,2019
-15.15794,129.91603,01/08/2019,433,n,5.7,2019
-12.82823,133.89384,01/08/2019,433,n,19.2,2019
-13.04939,141.81384,01/08/2019,433,n,8.4,2019
-14.69517,126.73985,01/08/2019,433,n,8,2019
-13.58502,142.63126,01/08/2019,433,n,12.8,2019
-13.25998,142.5282,01/08/2019,433,n,5.6,2019
-15.18086,130.34709,01/08/2019,433,n,4.6,2019
-12.75946,133.72353,01/08/2019,433,n,6.8,2019
-12.2592,134.5112,01/08/2019,433,n,7.7,2019
-12.68489,134.04025,01/08/2019,433,n,8.4,2019
-15.22234,130.24817,01/08/2019,433,h,6.4,2019
-15.17796,131.20224,01/08/2019,433,l,3,2019
-13.28769,135.67667,01/08/2019,433,n,5.7,2019
-13.3652,131.99927,01/08/2019,433,l,3.2,2019
-15.01456,131.76505,01/08/2019,433,n,10.9,2019
-13.22576,131.90327,01/08/2019,433,n,5,2019
-12.17733,135.53059,01/08/2019,433,l,4.5,2019
-13.2601,142.52577,01/08/2019,433,n,6.3,2019
-13.80037,143.06172,01/08/2019,433,n,10.5,2019
-12.7526,133.7002,01/08/2019,433,n,1.6,2019
-13.306,131.96591,01/08/2019,433,n,2.2,2019
-12.95022,136.51772,01/08/2019,433,n,4.8,2019
-14.21733,130.67618,01/08/2019,433,n,7.5,2019
-12.88432,134.48502,01/08/2019,433,n,1.6,2019
-13.80208,143.06543,01/08/2019,433,n,11,2019
-12.58222,134.07144,01/08/2019,433,n,5.7,2019
-15.11296,131.1162,01/08/2019,433,n,5.4,2019
-14.66182,130.62289,01/08/2019,433,n,10.5,2019
-12.99212,132.96599,01/08/2019,433,n,4,2019
-15.48624,130.44354,01/08/2019,433,n,4.8,2019
-15.48821,130.49243,01/08/2019,433,n,13.1,2019
-12.831,134.6431,01/08/2019,433,n,3.7,2019
-12.80863,133.88718,01/08/2019,433,n,8,2019
-14.65273,130.60068,01/08/2019,433,n,7.1,2019
-14.72799,126.76854,01/08/2019,433,n,9.1,2019
-12.73246,132.46431,01/08/2019,433,n,4.1,2019
-13.22816,131.9122,01/08/2019,433,n,3.9,2019
-14.28319,130.71756,01/08/2019,433,n,8.2,2019
-13.97894,130.58453,01/08/2019,433,n,7.2,2019
-13.24115,142.00267,01/08/2019,433,n,13.8,2019
-11.91847,142.01796,01/08/2019,433,n,5.3,2019
-12.44453,133.09491,01/08/2019,433,h,14.1,2019
-12.58286,134.42569,01/08/2019,433,n,7,2019
-14.72726,126.77469,01/08/2019,433,n,3.4,2019
-12.71579,133.90178,01/08/2019,433,n,2.7,2019
-14.29422,134.92741,01/08/2019,433,l,34,2019
-15.16762,129.93922,01/08/2019,433,n,11.3,2019
-12.42753,131.18826,01/08/2019,433,n,31.6,2019
-13.09101,134.41939,01/08/2019,433,l,1.4,2019
-13.21435,135.73792,01/08/2019,433,n,4.7,2019
-15.39113,130.75594,01/08/2019,433,l,5.1,2019
-15.13842,129.93709,01/08/2019,433,l,3.2,2019
-14.24774,130.71564,01/08/2019,433,n,10.6,2019
-13.03561,135.73056,01/08/2019,433,n,10.9,2019
-12.19348,135.51482,01/08/2019,433,l,3.7,2019
-15.48489,130.44656,01/08/2019,433,n,4.6,2019
-12.17342,135.51164,01/08/2019,433,n,13.1,2019
-12.48227,131.48563,01/08/2019,433,n,9.8,2019
-12.88379,132.91843,01/08/2019,433,n,35.8,2019
-15.50658,130.57162,01/08/2019,433,n,7.3,2019
-14.29476,134.92383,01/08/2019,433,n,34,2019
-12.32687,136.46465,01/08/2019,433,n,5.1,2019
-15.48149,130.53288,01/08/2019,433,n,4.1,2019
-13.02584,132.95139,01/08/2019,433,n,11.2,2019
-12.95081,136.51398,01/08/2019,433,n,4.8,2019
-13.51768,142.64771,01/08/2019,433,n,5.1,2019
-14.30591,134.94022,01/08/2019,433,n,4.4,2019
-12.99565,135.98671,01/08/2019,433,n,4.6,2019
-13.51864,142.64253,01/08/2019,433,n,5.1,2019
-12.0087,141.87827,01/08/2019,433,n,13.2,2019
-12.51637,132.16537,01/08/2019,433,n,6.2,2019
-14.03684,131.49319,01/08/2019,433,l,5.9,2019
-13.2862,131.95009,01/08/2019,433,l,3.7,2019
-15.39967,130.47234,01/08/2019,433,l,48.3,2019
-15.18536,130.34396,01/08/2019,433,n,4.6,2019
-12.72745,133.8925,01/08/2019,433,n,3.7,2019
-14.73053,126.74715,01/08/2019,433,h,8,2019
-12.14301,135.56131,01/08/2019,433,n,3,2019
-14.15996,130.59851,01/08/2019,433,n,14.5,2019
-13.8154,134.4032,01/08/2019,433,l,3,2019
-15.4519,130.72243,01/08/2019,433,n,4.5,2019
-15.19033,130.33725,01/08/2019,433,n,7.6,2019
-14.01515,131.51314,01/08/2019,433,n,6.3,2019
-12.90603,134.49931,01/08/2019,433,n,2.5,2019
-14.18412,130.59694,01/08/2019,433,n,7.5,2019
-12.36055,134.75941,01/08/2019,433,n,5.4,2019
-15.48807,130.42911,01/08/2019,433,h,31.7,2019
-15.02197,131.76605,01/08/2019,433,n,15.2,2019
-13.98285,130.58508,01/08/2019,433,l,7.2,2019
-12.38479,134.73422,01/08/2019,433,l,1.9,2019
-12.49958,131.19742,01/08/2019,433,n,6.9,2019
-14.30205,134.94327,01/08/2019,433,l,4.4,2019
-12.76337,133.72038,01/08/2019,433,n,3.6,2019
-15.34552,130.74661,01/08/2019,433,n,7.6,2019
-12.48127,133.15379,01/08/2019,433,n,10.1,2019
-14.24101,135.05418,01/08/2019,433,l,3.6,2019
-12.2658,135.46771,01/08/2019,433,l,5.1,2019
-12.49382,131.48288,01/08/2019,433,n,11.3,2019
-12.93557,134.16458,01/08/2019,433,n,4.4,2019
-13.03662,131.03203,01/08/2019,433,n,6.4,2019
-12.7119,133.90486,01/08/2019,433,n,4,2019
-12.26306,134.50818,01/08/2019,433,n,7.7,2019
-14.31463,134.90501,01/08/2019,433,n,6.5,2019
-14.16797,130.62817,01/08/2019,433,n,5,2019
-15.11613,130.49394,01/08/2019,433,n,4.9,2019
-13.29514,142.01607,01/08/2019,433,n,87.7,2019
-15.48586,130.43936,01/08/2019,433,n,3.6,2019
-15.46833,130.71094,01/08/2019,433,n,9.3,2019
-12.17064,135.52954,01/08/2019,433,n,5,2019
-14.64487,130.59938,01/08/2019,433,n,14.7,2019
-13.22656,142.00508,01/08/2019,433,n,9.9,2019
-12.70466,133.90744,01/08/2019,433,n,6.3,2019
-14.26307,130.71976,01/08/2019,433,n,3,2019
-14.15534,130.60312,01/08/2019,433,h,25.6,2019
-13.96342,142.36867,01/08/2019,433,n,31.9,2019
-14.65973,130.63864,01/08/2019,433,n,10.7,2019
-12.29463,134.87947,01/08/2019,433,n,3.9,2019
-15.44654,130.73235,01/08/2019,433,n,6.6,2019
-12.44507,133.09116,01/08/2019,433,n,3.3,2019
-12.83633,135.73108,01/08/2019,433,l,2.9,2019
-13.20794,142.05594,01/08/2019,433,n,9.3,2019
-13.51294,142.64682,01/08/2019,433,n,12.4,2019
-15.50159,130.64128,01/08/2019,433,n,6.6,2019
-12.58169,134.07501,01/08/2019,433,n,5.7,2019
-14.69599,126.77731,01/08/2019,433,n,23.7,2019
-14.16574,130.03488,01/08/2019,433,n,9.8,2019
-14.29197,134.91974,01/08/2019,433,n,15.4,2019
-12.8299,132.88702,01/08/2019,433,n,10.4,2019
-14.2714,135.03343,01/08/2019,433,n,3.8,2019
-12.74001,132.4614,01/08/2019,433,l,5.1,2019
-12.96928,134.50917,01/08/2019,433,n,3.2,2019
-12.70131,133.90692,01/08/2019,433,n,6.3,2019
-12.25973,134.50766,01/08/2019,433,n,7.7,2019
-14.31409,134.90858,01/08/2019,433,h,6.5,2019
-15.1426,129.93732,01/08/2019,433,l,2.1,2019
-15.11353,130.4828,01/08/2019,433,n,13.4,2019
-12.88115,132.92174,01/08/2019,433,n,5.3,2019
-15.23417,131.19046,01/08/2019,433,n,8.4,2019
-15.37469,130.75883,01/08/2019,433,l,6.7,2019
-13.52621,142.65462,01/08/2019,433,n,9,2019
-12.88433,132.91463,01/08/2019,433,n,35.8,2019
-12.94119,134.17278,01/08/2019,433,l,2.8,2019
-13.16114,141.63953,01/08/2019,433,n,3.2,2019
-12.48471,131.49478,01/08/2019,433,n,39.3,2019
-14.1801,130.1145,01/08/2019,433,l,3,2019
-14.68775,130.66849,01/08/2019,433,n,9,2019
-12.75014,134.52885,01/08/2019,433,n,5.7,2019
-14.18366,130.59949,01/08/2019,433,n,6,2019
-15.1754,129.94417,01/08/2019,433,n,19.1,2019
-12.49443,131.47853,01/08/2019,433,n,17.9,2019
-12.50416,131.48878,01/08/2019,433,n,52.2,2019
-15.48727,130.48993,01/08/2019,433,n,32.1,2019
-12.68771,134.0443,01/08/2019,433,n,5.7,2019
-15.39565,130.47177,01/08/2019,433,n,48.3,2019
-13.61483,141.96455,01/08/2019,433,n,12.9,2019
-15.35566,130.75085,01/08/2019,433,n,7.6,2019
-16.07729,125.90304,01/08/2019,433,h,61.2,2019
-15.22332,131.18402,01/08/2019,433,n,3.1,2019
-13.29882,142.02173,01/08/2019,433,n,7.3,2019
-13.09381,134.42346,01/08/2019,433,n,4.8,2019
-13.43792,132.06476,01/08/2019,433,n,4.3,2019
-13.04035,131.03569,01/08/2019,433,n,8.4,2019
-15.12958,131.1384,01/08/2019,433,l,5,2019
-12.78288,133.87582,01/08/2019,433,n,29.3,2019
-15.13753,130.39362,01/08/2019,433,l,4.2,2019
-14.03176,129.92627,01/08/2019,433,n,6.3,2019
-15.4366,130.73866,01/08/2019,433,n,4.6,2019
-15.15009,130.01047,01/08/2019,433,l,4.3,2019
-15.47667,130.47745,01/08/2019,433,l,6.9,2019
-14.20629,130.66953,01/08/2019,433,n,6.6,2019
-15.50107,130.61411,01/08/2019,433,n,7.2,2019
-14.27086,130.72083,01/08/2019,433,n,6.3,2019
-13.2994,131.96065,01/08/2019,433,n,3.7,2019
-13.80251,130.74196,01/08/2019,433,n,6.1,2019
-15.14044,131.14488,01/08/2019,433,l,8.8,2019
-15.20085,131.32289,01/08/2019,433,n,8.1,2019
-13.76303,134.47949,01/08/2019,433,l,2.2,2019
-13.02392,135.71764,01/08/2019,433,n,22,2019
-12.49527,131.20132,01/08/2019,433,l,4.3,2019
-14.95221,131.8219,01/08/2019,433,n,5.2,2019
-15.02816,131.77608,01/08/2019,433,l,12.1,2019
-16.16059,126.00497,01/08/2019,433,n,6,2019
-13.02529,132.9552,01/08/2019,433,n,11.2,2019
-13.2829,142.48419,01/08/2019,433,n,6.5,2019
-13.80103,143.07088,01/08/2019,433,n,6.2,2019
-13.62348,130.89308,01/08/2019,433,n,2.9,2019
-15.11543,130.49922,01/08/2019,433,n,8.3,2019
-12.83167,132.89911,01/08/2019,433,n,4.6,2019
-12.83354,135.72694,01/08/2019,433,n,2.9,2019
-12.16915,135.5251,01/08/2019,433,n,8.8,2019
-13.31606,135.6702,01/08/2019,433,n,7.2,2019
-14.7229,126.76796,01/08/2019,433,h,9.1,2019
-14.65323,126.88779,01/08/2019,433,l,1.8,2019
-15.11194,130.52571,01/08/2019,433,n,7.4,2019
-11.68897,130.42038,01/08/2019,434,n,28.6,2019
-11.7111,132.94609,01/08/2019,434,n,5.4,2019
-11.66792,130.40295,01/08/2019,434,h,18.2,2019
-11.65709,130.39641,01/08/2019,434,n,8.3,2019
-11.73908,131.07259,01/08/2019,434,n,3.3,2019
-11.40229,130.82315,01/08/2019,434,n,6.6,2019
-11.22301,131.88683,01/08/2019,434,n,6.6,2019
-11.6769,130.67299,01/08/2019,434,n,4.4,2019
-11.40907,130.85619,01/08/2019,434,n,6.1,2019
-11.64753,130.38039,01/08/2019,434,n,25.2,2019
-11.6539,130.39107,01/08/2019,434,n,13.4,2019
-11.65016,130.36105,01/08/2019,434,n,75.8,2019
-11.43252,130.49419,01/08/2019,434,n,12.8,2019
-11.66092,130.39699,01/08/2019,434,n,8.3,2019
-11.74279,131.06279,01/08/2019,434,n,9.9,2019
-11.42427,130.4978,01/08/2019,434,n,3,2019
-11.72605,130.41885,01/08/2019,434,n,10.5,2019
-11.49047,130.2439,01/08/2019,434,l,88,2019
-11.67812,130.41408,01/08/2019,434,n,36.7,2019
-11.66157,130.3922,01/08/2019,434,l,8.4,2019
-11.66409,130.40237,01/08/2019,434,n,18.2,2019
-11.73204,130.66031,01/08/2019,434,n,3.3,2019
-11.54022,132.66002,01/08/2019,434,n,13.8,2019
-11.40166,130.82761,01/08/2019,434,n,41.1,2019
-11.75272,131.0564,01/08/2019,434,n,4.9,2019
-11.42743,130.50301,01/08/2019,434,n,5.7,2019
-11.39855,130.82262,01/08/2019,434,n,6.6,2019
-11.73946,130.43532,01/08/2019,434,n,6.7,2019
-11.56992,132.64896,01/08/2019,434,n,4.2,2019
-11.42807,130.49834,01/08/2019,434,n,12.8,2019
-11.70495,130.41788,01/08/2019,434,n,6.3,2019
-11.43059,130.50819,01/08/2019,434,n,5.7,2019
-11.61159,130.55905,01/08/2019,434,n,2.5,2019
-11.534,132.75163,01/08/2019,434,n,5.9,2019
-11.42214,130.8443,01/08/2019,434,n,7.2,2019
-11.57446,132.64188,01/08/2019,434,n,5.2,2019
-11.263,131.8846,01/08/2019,434,n,6.7,2019
-11.53951,132.64059,01/08/2019,434,l,3.3,2019
-11.57556,132.63429,01/08/2019,434,n,6.3,2019
-11.60809,130.56035,01/08/2019,434,n,9.2,2019
-11.41588,130.86174,01/08/2019,434,n,8.9,2019
-11.56194,132.6555,01/08/2019,434,n,4.9,2019
-11.43124,130.50352,01/08/2019,434,n,5.7,2019
-11.43697,130.49002,01/08/2019,434,n,15,2019
-11.65455,130.38631,01/08/2019,434,n,13.4,2019
-34.55812,118.54042,01/08/2019,608,n,6.9,2019
-33.71,122.20275,01/08/2019,608,n,4.5,2019
-33.79993,120.78506,01/08/2019,608,n,85.1,2019
-33.41397,121.70074,01/08/2019,608,n,2.2,2019
-34.70092,117.75768,01/08/2019,608,n,11,2019
-35.09685,117.59098,01/08/2019,608,n,9.4,2019
-33.76546,115.41335,01/08/2019,609,n,2.1,2019
-33.88349,116.01071,01/08/2019,609,n,5.2,2019
-31.27279,115.84248,01/08/2019,609,n,11.7,2019
-31.27618,115.84326,01/08/2019,609,n,48.2,2019
-34.21737,116.7057,01/08/2019,609,n,7,2019
-32.86084,116.54482,01/08/2019,609,n,5.3,2019
-33.33918,120.89771,01/08/2019,609,n,5.8,2019
-33.54642,116.56876,01/08/2019,609,n,9,2019
-31.3529,115.82546,01/08/2019,609,n,2.5,2019
-33.94563,116.73685,01/08/2019,609,n,2.9,2019
