latitude,longitude,acq_date,acq_time,confidence,frp
-32.29992,121.72134,19/12/2019,1700,n,1.0
-12.30743,135.99718,10/09/2019,436,l,3.4
-30.77659,151.01997,22/10/2019,1506,n,1.1
-15.52924,129.17679,16/12/2019,500,n,10.6
-17.66833,144.78333,17/12/2019,442,n,9.1
-31.45045,152.09715,31/12/2019,1454,n,3.0
-14.42905,132.93539,08/10/2019,504,n,10.2
-11.27153,142.33742,21/10/2019,412,n,5.0
-13.25877,130.59279,22/10/2019,354,h,21.0
-30.71142,152.34689,11/12/2019,1512,n,2.0
-17.3084,144.02565,28/12/2019,436,n,18.2
-31.52438,151.66821,17/12/2019,254,n,11.0
-14.30053,142.14146,25/12/2019,354,n,7.0
-24.43151,132.75072,20/11/2019,448,l,0.4
-12.32719,135.91507,27/09/2019,505,n,4.3
-24.50092,128.25153,30/12/2019,1648,n,49.6
-15.34942,143.84119,13/11/2019,342,l,4.7
-33.7474,149.9756,28/12/2019,1406,n,9.6
-33.82977,115.70087,16/10/2019,1700,n,0.9
-29.13835,128.19148,29/12/2019,412,n,20.1
-28.64296,123.00916,15/10/2019,1718,n,0.3
-33.56934,150.34213,17/12/2019,254,h,54.4
-24.18721,130.06433,30/11/2019,500,n,3.0
-18.29384,143.76263,23/12/2019,430,h,18.4
-33.3238,150.92545,21/11/2019,424,n,3.9
-12.44142,136.533,25/09/2019,402,n,4.9
-15.88872,144.02406,20/11/2019,306,n,5.0
-11.95013,133.3308,27/10/2019,1648,n,1.0
-28.78559,128.80338,29/12/2019,554,h,27.8
-26.09381,150.57692,13/11/2019,1448,n,0.8
-30.26601,150.21443,19/10/2019,1600,n,9.7
-15.10158,127.45667,16/11/2019,1712,n,5.7
-21.69922,114.99184,28/10/2019,1630,h,16.9
-32.84196,150.2093,17/12/2019,1412,n,1.2
-25.41352,148.30034,19/10/2019,306,l,6.8
-15.70569,136.01746,09/12/2019,445,n,6.3
-33.82094,150.19447,18/12/2019,418,n,8.5
-33.965,150.27876,15/12/2019,1454,n,2.5
-34.89865,150.4696,31/12/2019,1454,n,2.0
-33.95828,150.43687,19/12/2019,1518,n,1.7
-12.47793,131.9882,13/12/2019,418,n,24.8
-33.06138,150.2843,18/11/2019,342,n,27.8
-29.25896,149.36241,19/09/2019,1526,n,1.3
-16.61668,137.92625,25/12/2019,1642,n,1.3
-31.86906,152.66437,29/10/2019,318,n,24.2
-33.48611,150.47134,20/12/2019,1500,n,1.9
-30.27361,150.18987,19/10/2019,442,n,66.2
-14.58663,125.28867,12/12/2019,436,n,17.2
-25.59533,153.00168,17/12/2019,300,n,28.3
-18.58869,124.78735,18/12/2019,606,h,80.2
-34.92139,149.96758,28/12/2019,1406,n,2.5
-31.81024,152.12085,14/11/2019,1436,n,3.3
-14.58921,127.53608,19/12/2019,548,h,5.9
-12.55468,130.75955,16/09/2019,1618,n,2.3
-31.2506,152.42937,11/11/2019,1530,n,1.0
-32.73554,150.14651,22/12/2019,442,n,20.1
-33.40071,150.38509,21/12/2019,1442,n,2.2
-25.45117,150.78925,16/11/2019,1536,n,2.9
-31.55439,152.22105,19/11/2019,1442,n,5.1
-15.28203,130.31485,08/12/2019,426,n,6.2
-32.75146,150.85382,27/12/2019,1424,n,1.8
-29.1818,128.02533,28/12/2019,612,n,7.1
-34.25411,150.37323,30/12/2019,1512,n,2.5
-13.73612,129.96175,22/10/2019,536,n,14.7
-31.46031,152.05104,12/10/2019,330,n,16.6
-30.99659,151.13405,19/11/2019,324,n,10.2
-16.93173,124.43631,22/11/2019,554,n,20.6
-29.60105,152.31262,11/09/2019,1424,n,2.0
-30.20879,152.66367,09/10/2019,1454,n,1.4
-28.34319,149.97391,19/09/2019,1525,n,2.0
-18.43533,143.8269,19/12/2019,406,h,6.2
-32.72081,150.73799,17/12/2019,436,n,7.1
-13.2232,135.8076,29/11/2019,518,n,11.3
-29.58146,153.22844,09/10/2019,338,n,10.3
-17.24221,143.48827,10/09/2019,436,n,6.0
-31.43264,123.91858,28/10/2019,1636,n,1.1
-27.44669,149.45047,30/09/2019,403,n,4.4
-14.09567,133.67525,20/10/2019,430,l,14.9
-35.63913,150.19217,20/12/2019,1500,n,1.9
-35.54928,149.94936,27/12/2019,306,n,13.3
-32.71492,145.78787,21/10/2019,406,n,7.9
-12.97642,135.76111,21/10/2019,412,n,23.1
-29.1654,153.24838,19/11/2019,1436,n,7.3
-24.33559,138.2599,21/11/2019,430,l,7.2
-34.09797,150.06226,20/12/2019,1500,n,1.5
-32.62074,150.41878,25/12/2019,1506,n,1.5
-32.65985,150.82013,31/12/2019,1454,n,1.9
-31.26273,121.12695,01/01/2020,1754,n,0.9
-37.60749,148.80594,31/12/2019,1454,n,1.1
-30.65688,152.28983,15/11/2019,1412,n,5.4
-37.36224,148.24854,30/12/2019,1512,n,6.0
-13.68122,131.01584,08/12/2019,427,h,52.6
-15.10961,145.22708,15/10/2019,424,n,5.2
-35.56871,149.98112,27/12/2019,1430,n,2.1
-11.6353,130.81102,15/09/2019,530,n,4.2
-13.9811,130.89503,24/10/2019,454,n,11.0
-24.32619,132.69637,20/11/2019,448,h,0.7
-19.59377,144.5553,30/12/2019,1506,n,2.3
-21.13789,136.64804,20/12/2019,524,h,24.5
-32.30431,121.43273,19/12/2019,542,n,7.2
-16.01007,128.51399,15/12/2019,1630,n,4.3
-14.30724,129.9084,15/10/2019,424,n,12.6
-22.25944,117.21822,15/12/2019,518,n,15.2
-22.61535,148.99026,25/12/2019,1500,n,0.8
-14.12777,130.81238,09/11/2019,1612,n,3.7
-37.64906,147.86287,25/12/2019,1506,n,2.0
-11.16329,132.53267,09/11/2019,505,n,5.7
-15.52056,144.02698,11/11/2019,418,n,4.1
-15.87878,134.42393,10/12/2019,1630,n,2.4
-31.19301,123.68955,11/10/2019,1730,n,1.2
-16.18198,135.96559,08/12/2019,426,n,6.0
-36.36534,149.77321,30/12/2019,1512,n,3.3
-24.57841,149.0289,16/10/2019,1518,n,1.7
-31.34783,151.2415,20/12/2019,1500,n,3.8
-32.1673,151.35069,30/12/2019,354,n,6.4
-17.58709,122.50765,11/10/2019,436,n,15.9
-32.06956,121.60236,24/12/2019,1706,n,2.3
-12.39784,136.57622,19/10/2019,448,n,37.6
-32.61817,120.06133,16/12/2019,1618,n,1.0
-28.69655,127.46215,29/10/2019,500,l,25.3
-24.05177,146.37898,23/10/2019,330,n,2.1
-32.58091,150.63893,31/12/2019,1454,n,3.1
-12.65798,131.87827,21/10/2019,1700,n,4.7
-14.77629,127.39384,17/11/2019,548,h,12.3
-37.46032,147.56229,12/09/2019,1506,n,4.5
-31.40729,123.74385,11/10/2019,1548,n,2.0
-12.77304,136.37004,24/12/2019,412,l,29.3
-34.38006,118.20458,27/12/2019,630,n,32.1
-13.29433,130.65485,22/10/2019,1642,n,46.9
-30.81704,151.96381,16/11/2019,1536,n,1.3
-12.01925,133.93655,22/10/2019,354,n,6.3
-36.6863,146.52806,21/10/2019,1524,n,2.3
-35.68845,137.08316,21/12/2019,1624,n,1.0
-28.33335,152.71938,17/11/2019,400,n,23.8
-15.59164,144.57181,12/09/2019,354,h,18.2
-33.76218,121.58579,24/09/2019,556,n,2.1
-15.41216,127.04767,14/11/2019,500,h,13.2
-16.80432,137.56102,14/12/2019,1506,n,1.7
-32.93847,150.20625,17/12/2019,436,n,9.1
-30.72413,122.99281,24/11/2019,512,l,34.1
-33.19948,150.11551,27/12/2019,1430,n,2.0
-27.30273,148.43372,09/12/2019,1557,n,1.4
-31.65189,152.35417,11/12/2019,1512,n,1.4
-28.62469,122.17532,21/10/2019,548,l,44.8
-14.31237,143.62866,23/09/2019,1547,n,3.1
-33.16681,116.29806,14/12/2019,1654,h,10.9
-12.25386,135.93315,18/09/2019,433,n,6.2
-31.99705,121.55275,29/12/2019,554,h,146.7
-33.76661,150.2594,12/12/2019,248,n,63.6
-15.71105,141.94269,28/12/2019,436,n,22.0
-35.50278,149.88995,24/12/2019,1524,n,1.5
-33.2943,150.08116,17/12/2019,254,h,23.4
-30.7704,123.54689,26/12/2019,512,n,42.1
-15.78715,142.10065,24/12/2019,412,n,19.6
-15.40356,144.00459,21/11/2019,1536,n,0.9
-35.14612,150.3533,26/12/2019,1448,n,0.6
-33.57346,123.71698,20/12/2019,1642,n,0.6
-35.23335,149.97952,30/12/2019,1512,n,0.4
-35.32423,150.12006,18/12/2019,1354,n,2.8
-31.22454,123.8539,22/11/2019,548,l,24.2
-30.77871,152.82312,13/11/2019,336,n,3.1
-11.76264,130.79802,23/10/2019,1624,n,1.2
-15.0554,127.49917,20/11/2019,448,l,19.4
-11.01375,142.61211,13/09/2019,427,n,7.6
-34.88578,150.16071,28/12/2019,1406,n,3.8
-37.24999,148.34814,30/12/2019,1512,n,4.1
-19.03718,145.74446,16/12/2019,1612,n,1.6
-32.82478,150.66299,21/12/2019,324,l,15.7
-30.13342,152.92274,24/11/2019,330,n,5.0
-12.55468,132.21957,17/10/2019,1636,n,0.8
-15.04084,131.26094,19/11/2019,506,n,7.6
-26.73484,130.45383,27/10/2019,354,l,2.2
-30.05061,151.41156,11/12/2019,1512,n,4.3
-19.88855,144.57944,01/01/2020,1612,n,1.1
-29.15159,151.66122,11/09/2019,312,n,13.2
-30.38323,152.2832,15/11/2019,436,h,71.9
-28.07906,152.40759,11/10/2019,1548,n,1.6
-15.93787,126.55044,13/10/2019,1612,n,0.7
-17.22023,142.35277,29/11/2019,336,n,6.9
-41.68019,148.06717,01/01/2020,1436,n,1.1
-29.71751,152.61993,21/11/2019,1542,n,1.2
-34.4562,150.87697,15/10/2019,418,n,6.0
-33.28922,150.81181,11/12/2019,1512,n,1.8
-32.73127,150.84192,28/12/2019,430,n,7.4
-13.55155,142.82092,25/12/2019,1500,n,1.2
-29.33714,153.12016,24/11/2019,330,n,23.9
-16.64512,141.84663,08/12/2019,1535,n,0.7
-33.31244,151.14104,12/09/2019,1506,n,1.2
-37.60678,147.57187,31/12/2019,1454,n,1.8
-14.40151,127.61844,15/12/2019,518,n,10.8
-16.43986,135.94083,29/12/2019,418,n,13.7
-19.57001,144.52211,30/12/2019,1506,n,1.0
-15.90671,127.27422,16/12/2019,1612,n,2.3
-12.70476,143.13951,13/09/2019,427,n,4.8
-13.46225,135.56316,14/12/2019,400,h,32.1
-32.678,150.53314,12/09/2019,348,l,6.8
-18.2294,145.33142,12/12/2019,436,l,5.0
-26.59333,152.49289,11/09/2019,1424,n,1.0
-37.54658,148.22966,30/12/2019,1512,h,31.3
-30.88642,152.72746,11/12/2019,1512,n,4.2
-29.5934,152.24455,11/10/2019,248,n,40.4
-29.12018,152.39265,09/09/2019,1513,n,1.5
-36.1138,147.70108,30/12/2019,1512,n,75.7
-17.09624,125.21001,09/10/2019,1632,n,1.8
-41.57321,147.91788,01/01/2020,312,l,18.3
-21.36296,140.78957,28/12/2019,436,h,13.3
-29.22193,152.35034,25/11/2019,1424,n,2.2
-37.56863,149.2195,31/12/2019,1454,n,2.7
-31.36063,152.51279,11/09/2019,1424,n,6.8
-33.23911,150.59032,13/11/2019,336,h,60.2
-12.33231,136.67128,30/09/2019,408,l,5.1
-37.49194,149.11778,31/12/2019,1454,n,3.3
-12.65471,142.44765,19/09/2019,414,n,7.2
-32.70254,121.18739,29/12/2019,554,h,17.2
-16.45797,137.80434,25/12/2019,1642,n,11.3
-30.17859,150.16821,27/10/2019,1512,n,14.8
-30.0508,152.47856,19/11/2019,1436,n,1.8
-21.78192,145.5657,12/10/2019,330,n,12.3
-25.49176,152.43335,08/10/2019,320,n,5.3
-37.36829,148.69749,30/12/2019,1512,h,22.5
-36.56078,149.86549,31/12/2019,1454,n,8.5
-34.9263,150.65198,23/12/2019,424,n,15.2
-36.40318,147.14694,24/11/2019,1448,n,2.1
-26.47261,152.42619,17/12/2019,1412,n,1.0
-32.81002,151.15295,14/12/2019,1512,n,2.7
-28.12473,152.31248,21/11/2019,242,h,14.3
-32.6644,120.17707,14/12/2019,1654,n,1.8
-31.61759,124.01817,11/09/2019,1606,n,1.2
-34.26417,150.20943,27/12/2019,306,l,6.3
-30.84894,152.10603,26/09/2019,1455,n,1.4
-33.13911,150.34656,11/12/2019,354,n,14.5
-18.44373,143.83511,23/12/2019,430,h,34.8
-32.14317,152.40906,27/10/2019,354,n,66.0
-17.8421,142.69948,21/12/2019,324,n,9.6
-16.61524,126.69535,22/11/2019,412,n,14.8
-32.65953,150.431,19/12/2019,1518,n,2.4
-13.97971,133.21027,15/10/2019,424,h,32.2
-42.57454,147.03546,30/12/2019,1512,n,1.2
-34.68308,116.96303,21/10/2019,548,n,4.9
-32.36174,123.37083,22/12/2019,624,l,55.9
-15.80605,131.18715,10/12/2019,1630,n,6.3
-36.172,143.62347,25/09/2019,1515,n,0.8
-35.29066,150.2903,19/12/2019,400,n,23.0
-15.9377,134.36638,14/10/2019,442,n,4.4
-21.20677,120.30958,22/10/2019,530,h,129.5
-32.32674,150.09184,27/11/2019,1530,n,1.3
-34.07744,150.04584,21/12/2019,318,n,34.9
-11.77189,142.70927,23/09/2019,439,n,4.9
-29.19519,153.24347,21/11/2019,1542,n,2.7
-32.98692,150.83932,14/12/2019,354,n,3.3
-31.54272,152.23921,16/11/2019,1354,n,1.0
-14.88322,131.33321,17/11/2019,406,n,13.9
-31.47622,115.60792,12/12/2019,1730,n,2.1
-18.11823,145.5424,20/12/2019,1454,n,2.1
-32.62803,150.72845,26/12/2019,1448,n,2.6
-30.95648,123.95062,25/11/2019,448,n,19.3
-14.32219,131.2303,21/10/2019,412,h,6.5
-37.52443,147.96268,30/12/2019,1512,n,7.1
-28.18293,121.23677,29/12/2019,554,l,3.5
-15.35776,143.88304,15/11/2019,1548,n,0.8
-15.81675,143.94638,15/11/2019,442,n,4.1
-31.33442,152.28789,11/12/2019,1512,n,2.4
-14.3113,130.88522,21/10/2019,1700,n,4.1
-16.21468,143.22522,17/12/2019,442,n,5.5
-30.21156,152.58688,09/10/2019,338,h,10.2
-18.03046,145.39511,16/12/2019,1612,n,1.6
-14.01925,133.21864,13/10/2019,1612,n,2.4
-13.33076,133.9702,08/09/2019,1631,n,0.7
-16.05346,136.40271,29/09/2019,426,l,6.0
-35.52322,150.17458,28/11/2019,354,n,4.7
-32.99612,150.17702,30/12/2019,1512,n,2.2
-25.4335,152.81961,08/11/2019,301,n,7.9
-15.80761,143.92372,13/11/2019,1448,n,0.9
-33.17659,151.01851,14/12/2019,354,n,15.0
-14.94137,125.74288,10/10/2019,418,n,13.1
-30.72417,123.62477,27/12/2019,630,h,18.6
-15.42637,143.97559,19/11/2019,324,n,3.3
-13.02935,143.2394,19/11/2019,330,n,7.1
-31.04823,152.53575,13/11/2019,1454,n,0.7
-26.67275,130.65529,24/10/2019,1606,n,14.5
-33.77361,150.01111,27/12/2019,1430,n,8.6
-30.07706,152.4436,18/11/2019,1500,n,1.0
-14.387,133.07626,18/09/2019,433,l,6.1
-30.83224,152.0629,09/09/2019,1513,n,3.6
-14.3474,133.05339,15/09/2019,349,n,8.1
-31.52332,151.86679,20/11/2019,300,n,9.2
-33.21905,150.05382,25/12/2019,1506,n,1.7
-30.55185,150.98541,17/12/2019,1412,n,0.7
-37.43357,147.62015,20/12/2019,1500,n,2.0
-18.37094,143.86426,16/12/2019,1612,n,2.6
-30.74046,123.61641,27/12/2019,630,l,33.4
-34.19995,142.2444,14/09/2019,1521,n,0.8
-36.30169,149.679,30/12/2019,1512,h,25.0
-25.80618,129.80339,24/12/2019,1700,n,1.2
-15.16979,145.02162,18/11/2019,348,l,8.9
-16.76449,142.06163,08/11/2019,1554,n,0.6
-30.86534,152.05872,28/10/2019,336,n,3.4
-21.72083,145.5092,12/09/2019,1500,n,1.8
-15.81786,126.54855,10/10/2019,418,l,8.1
-30.02231,152.78096,11/09/2019,1424,n,1.7
-13.02524,135.82344,26/10/2019,418,l,7.9
-13.86034,132.84326,30/09/2019,408,h,6.2
-33.1006,150.26976,28/11/2019,354,n,6.9
-16.33518,142.60229,12/12/2019,436,n,45.0
-30.72121,152.2627,18/11/2019,342,n,1.7
-31.17756,152.50473,20/11/2019,1418,n,1.8
-31.4585,123.80887,11/10/2019,1730,n,0.6
-13.20475,130.50269,19/10/2019,448,n,6.0
-22.57076,117.2515,31/12/2019,1630,n,5.6
-28.77849,152.36992,12/09/2019,348,n,4.0
-31.76231,152.17941,11/09/2019,1430,n,6.4
-30.17463,152.75562,17/11/2019,1518,n,1.2
-12.62323,142.50363,18/09/2019,1540,n,1.5
-30.98479,151.16914,11/12/2019,1512,n,7.1
-30.20104,150.16122,25/10/2019,1548,n,1.9
-13.34951,134.59683,16/10/2019,1654,n,0.7
-12.90075,136.01785,09/09/2019,402,n,25.5
-30.31486,150.22067,22/10/2019,1506,n,8.1
-37.5741,149.67651,31/12/2019,1454,n,1.0
-32.58474,122.29873,01/01/2020,454,n,14.3
-32.76696,150.85901,26/12/2019,330,n,18.4
-11.31396,132.30191,14/09/2019,409,n,4.0
-28.23574,152.69769,29/11/2019,336,h,11.6
-15.73023,142.86292,24/12/2019,412,l,26.9
-32.70247,150.2225,28/12/2019,1548,n,2.7
-16.36158,124.08107,28/09/2019,445,n,3.9
-14.36312,133.0358,15/09/2019,349,h,14.0
-14.76503,126.99397,11/10/2019,436,l,10.3
-37.63954,148.09636,30/12/2019,1512,h,9.6
-12.52101,132.05229,18/10/2019,506,n,8.8
-37.65308,148.34023,31/12/2019,1454,n,1.4
-12.40494,136.62328,25/10/2019,436,n,5.2
-34.10554,150.02696,18/12/2019,1536,n,31.9
-32.75578,150.86464,28/12/2019,430,n,4.6
-13.76532,136.17975,22/12/2019,448,n,5.8
-14.87117,133.03688,22/10/2019,354,n,8.1
-34.16338,150.08578,12/09/2019,348,n,24.1
-29.2463,153.34273,27/11/2019,230,n,10.6
-12.37341,136.75159,10/09/2019,436,n,6.4
-27.23186,149.84514,13/10/2019,1430,n,1.1
-12.99909,143.2122,13/11/2019,342,n,7.8
-14.25457,129.93575,18/10/2019,506,n,11.3
-31.52143,151.97711,22/11/2019,1524,n,1.1
-12.69911,135.97649,24/10/2019,454,n,8.3
-31.36045,151.25821,18/12/2019,1536,n,4.4
-30.07001,152.65759,26/10/2019,412,n,4.3
-15.32538,143.87918,22/11/2019,1518,n,3.6
-37.56394,148.22607,30/12/2019,1512,n,37.2
-30.69929,152.12531,11/11/2019,230,n,4.8
-15.38207,126.99725,11/10/2019,1724,n,1.3
-35.70119,148.08499,31/12/2019,330,h,38.9
-12.94378,136.12978,11/11/2019,418,n,7.5
-37.51603,147.89125,22/12/2019,300,n,6.4
-29.15777,152.98032,08/11/2019,1557,n,3.8
-15.53881,125.48797,11/11/2019,600,l,6.0
-28.4124,129.21516,29/12/2019,412,h,27.6
-37.83174,144.7868,23/09/2019,1553,n,2.5
-33.56882,150.52843,20/12/2019,1500,n,3.1
-37.42835,149.12508,01/01/2020,1436,n,5.2
-15.80591,143.36485,23/12/2019,1536,n,2.1
-16.03955,143.26591,15/12/2019,336,n,3.9
-30.59459,152.24184,19/11/2019,1442,n,4.7
-32.75894,150.87178,26/12/2019,1448,n,4.0
-15.71329,136.29205,16/11/2019,424,l,3.6
-34.24375,150.40167,27/12/2019,306,h,52.3
-34.86349,138.96918,20/12/2019,1642,n,2.4
-30.88636,152.67125,11/10/2019,1406,n,2.3
-37.50463,148.51472,31/12/2019,1454,n,1.7
-15.68715,142.34094,17/11/2019,406,n,7.9
-17.44701,124.05192,16/11/2019,606,n,4.4
-31.19332,123.69379,11/10/2019,1730,n,0.8
-30.29079,150.21495,19/10/2019,1418,n,4.8
-35.88994,147.65926,31/12/2019,1454,n,4.2
-35.37792,150.17523,12/10/2019,1448,n,1.4
-12.65698,136.65215,23/12/2019,430,n,4.3
-14.41892,132.07788,20/10/2019,1718,n,3.6
-19.02748,144.1046,16/11/2019,424,n,8.9
-26.79978,152.41496,11/10/2019,254,n,2.4
-35.77436,149.98378,30/12/2019,1512,n,5.7
-22.44092,150.6066,17/09/2019,1421,n,1.9
-13.0784,143.31558,23/09/2019,1547,n,1.0
-37.5163,147.9131,25/12/2019,1506,n,0.9
-18.06395,144.77829,01/01/2020,1612,n,6.2
-30.71852,119.66907,12/12/2019,1730,n,1.2
-12.40559,136.6481,27/11/2019,418,n,23.6
-20.92895,123.78394,15/11/2019,1554,n,1.7
-33.60772,123.81313,30/12/2019,536,n,7.5
-12.68183,135.94409,10/12/2019,1630,n,2.1
-33.3672,150.61508,14/12/2019,354,n,5.5
-14.03786,129.84737,22/11/2019,412,n,4.0
-28.91001,128.74294,31/12/2019,518,h,9.8
-29.36234,126.38048,21/09/2019,1629,n,0.9
-13.19601,130.27628,15/12/2019,1630,n,1.8
-32.15686,151.36934,29/12/2019,1530,n,9.0
-30.13655,152.76225,14/11/2019,1430,n,1.8
-15.97773,126.51067,10/12/2019,1630,n,1.8
-19.81738,121.57907,20/12/2019,524,n,12.4
-15.72398,130.2038,17/11/2019,406,n,10.0
-24.91993,132.34633,20/11/2019,448,l,1.7
-14.06987,133.51456,20/10/2019,430,h,21.5
-28.03114,152.39519,17/11/2019,400,n,20.6
-33.87499,150.07225,26/12/2019,1448,n,3.0
-12.19216,132.69,14/10/2019,442,n,17.4
-30.65975,152.28044,13/11/2019,1454,n,2.7
-33.10283,123.49281,14/12/2019,1654,n,6.5
-27.88745,127.965,20/12/2019,524,n,5.0
-16.34191,136.82225,08/12/2019,426,n,6.0
-33.15408,123.48176,16/12/2019,1618,n,2.2
-14.29272,143.51601,30/09/2019,1515,n,1.4
-34.91772,150.36829,30/12/2019,354,n,4.3
-21.72435,145.48242,12/09/2019,1500,n,4.0
-31.07689,152.09001,11/09/2019,1424,h,4.3
-33.08059,151.02977,14/12/2019,354,n,5.4
-33.87829,150.18121,21/12/2019,318,h,60.8
-12.12798,133.5291,10/09/2019,1542,n,1.7
-30.63415,152.28294,15/11/2019,1412,n,7.1
-30.57986,152.27121,19/11/2019,1442,n,3.5
-13.50972,130.24464,11/10/2019,1542,n,2.0
-11.4332,132.3349,13/09/2019,427,n,7.8
-27.36367,152.6506,20/12/2019,1454,n,1.7
-18.39984,145.29529,30/12/2019,1506,n,1.7
-32.71569,150.90201,31/12/2019,336,n,19.3
-13.34185,132.18546,25/09/2019,542,h,35.6
-31.65799,152.27199,11/12/2019,1512,n,2.1
-33.09087,150.26538,22/11/2019,406,n,6.0
-31.56078,151.68709,19/12/2019,1518,n,1.4
-37.46,148.46062,01/01/2020,454,n,5.5
-15.88463,128.87988,20/10/2019,1718,n,3.5
-11.4902,130.55923,08/12/2019,427,n,19.9
-26.38784,152.42831,19/12/2019,400,n,11.3
-23.89254,129.51665,22/12/2019,448,l,7.1
-35.64544,145.50891,26/11/2019,430,l,5.9
-18.00329,145.41005,16/12/2019,1612,n,1.8
-25.32619,128.85892,25/10/2019,436,l,10.8
-15.80049,144.01971,24/11/2019,1624,n,1.4
-27.85377,128.04779,26/12/2019,512,l,7.5
-32.65561,121.12444,28/12/2019,1730,n,2.7
-14.48311,131.21832,18/10/2019,1618,n,2.2
-14.07092,133.44168,13/10/2019,1612,n,1.8
-30.6391,151.98817,12/10/2019,330,l,28.0
-14.1955,127.10563,16/10/2019,406,h,16.7
-35.88153,147.64212,01/01/2020,1436,n,2.8
-11.83365,133.34882,18/09/2019,434,n,9.0
-37.60246,147.87341,21/12/2019,1442,n,6.1
-33.20909,150.05847,25/12/2019,1506,n,0.8
-16.03316,128.45853,17/12/2019,442,l,14.9
-13.52123,130.42668,15/12/2019,1630,n,2.2
-32.41412,120.30146,12/09/2019,1648,n,0.6
-13.0412,130.4343,16/09/2019,1618,n,1.5
-37.62239,149.04286,01/01/2020,1436,n,5.3
-36.52696,149.59731,31/12/2019,1454,n,0.6
-29.24675,153.09326,19/11/2019,1436,n,2.1
-37.63097,148.05948,30/12/2019,1512,h,24.8
-32.36241,123.22172,22/12/2019,442,h,24.3
-29.3064,151.57631,11/10/2019,254,n,6.3
-33.15752,123.37299,19/12/2019,542,n,20.3
-37.45677,147.8681,31/12/2019,1454,n,1.3
-14.07348,135.25092,12/09/2019,354,n,5.7
-30.82633,123.45232,29/12/2019,1712,n,1.0
-12.9348,135.77008,19/10/2019,448,l,6.0
-36.29612,147.95245,01/01/2020,1436,n,0.8
-25.25898,149.15732,15/12/2019,336,n,24.0
-37.42984,147.68123,20/12/2019,1500,n,2.2
-34.25515,149.94136,27/12/2019,306,n,14.0
-31.49523,152.33629,11/12/2019,354,n,11.8
-31.69492,151.86183,11/12/2019,354,n,8.8
-31.30961,152.13249,19/11/2019,1442,n,4.1
-37.40446,148.02986,19/12/2019,400,n,11.5
-15.48387,135.09888,16/09/2019,510,h,8.6
-33.18086,150.09192,28/12/2019,1406,n,1.2
-36.29845,149.82347,31/12/2019,1454,n,1.3
-31.64015,151.14853,16/12/2019,1430,n,0.7
-28.79959,125.98689,24/11/2019,1624,n,0.6
-12.08225,133.57426,24/10/2019,454,n,19.9
-31.54308,152.23341,18/11/2019,1500,n,1.2
-30.95315,152.71143,15/11/2019,1554,n,2.3
-31.31186,123.83342,11/10/2019,612,n,8.4
-16.61133,137.97949,28/12/2019,436,n,7.6
-32.61652,120.44209,20/12/2019,1642,n,1.0
-17.08167,137.60765,15/12/2019,336,n,9.5
-14.89472,126.21714,25/11/2019,454,n,16.3
-13.40711,132.66917,20/12/2019,524,h,15.4
-32.10437,121.41847,21/12/2019,1624,n,2.9
-21.61469,119.03486,20/10/2019,612,l,10.8
-11.97954,133.88084,30/10/2019,442,n,3.1
-31.3487,123.68223,11/10/2019,612,n,12.5
-22.52027,150.28465,09/09/2019,1511,n,0.8
-17.29137,123.80826,27/10/2019,536,n,20.2
-32.98181,150.38838,20/11/2019,1600,n,1.1
-12.27523,135.12706,12/09/2019,354,n,3.2
-23.23712,150.62538,28/10/2019,1448,n,9.2
-31.30875,152.7941,11/11/2019,1348,n,1.7
-34.03027,149.92412,12/09/2019,348,n,21.8
-37.60792,147.56923,01/01/2020,1618,n,2.5
-25.47838,127.90118,28/12/2019,436,n,9.1
-28.28971,129.32915,22/12/2019,442,h,40.8
-37.42478,147.99527,12/09/2019,348,n,5.3
-35.58827,149.8544,31/12/2019,1454,n,1.4
-14.8514,127.48472,20/11/2019,1736,n,1.7
-15.67101,144.09448,13/11/2019,1448,n,1.7
-36.12124,147.90874,01/01/2020,1436,n,7.8
-37.38556,147.68947,26/12/2019,1448,n,3.0
-31.43502,123.73564,11/10/2019,612,l,57.1
-27.36556,152.66045,18/12/2019,1536,n,1.3
-31.32296,152.15829,14/11/2019,1436,n,0.8
-15.04505,127.27579,11/11/2019,1706,n,3.1
-32.91379,150.18246,18/12/2019,1354,n,5.9
-30.60878,151.05363,12/12/2019,1406,n,1.9
-12.16815,134.29422,27/10/2019,400,n,6.8
-17.26763,123.79222,26/10/2019,600,n,48.3
-14.62568,127.17591,21/11/2019,1718,n,0.9
-15.52308,144.21832,11/10/2019,436,n,3.8
-35.02842,150.10007,28/12/2019,1548,n,1.3
-33.09153,150.61087,15/11/2019,436,n,4.2
-11.5535,130.77509,16/09/2019,511,n,9.2
-28.25339,152.58878,23/10/2019,330,n,9.1
-20.20284,144.20958,19/12/2019,1512,n,1.7
-15.41811,125.58599,13/11/2019,518,h,20.7
-16.58833,123.66562,30/11/2019,500,h,121.2
-24.61973,149.90346,19/10/2019,1600,n,2.8
-34.25667,150.07062,31/12/2019,336,h,115.3
-14.10992,131.12439,14/10/2019,1554,n,4.1
-29.9126,152.19101,23/09/2019,1410,n,1.4
-12.27193,141.88937,10/12/2019,342,n,7.9
-15.57259,144.5062,17/12/2019,442,h,14.9
-26.18086,153.0531,17/09/2019,1422,n,22.9
-29.36508,152.94701,16/11/2019,236,n,15.4
